Route ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Traffic (Erlangs),1500,677,80,145,900,650,15,450,10,250,160,550,450,80,350,2,24,18,8,5,90,50,180,65,25,450,230,280,45,450,850,40,1850,50,825,110
